[4.52871382e-01 5.11202395e-01 5.20037169e-08],[ 0.45924681  0.5175423  -0.00455992],[ 0.46734273  0.52426171 -0.00564096],[ 0.47503689  0.52841473 -0.00619729],[ 0.48105571  0.53190154 -0.0062751 ],[0.47593665 0.53359246 0.00059826],[ 0.486857    0.53989005 -0.00060748],[ 0.49358714  0.54417318 -0.00250822],[ 0.4987525   0.54788971 -0.00390788],[0.4766919  0.53244096 0.00202272],[0.48683313 0.53918594 0.00125109],[ 0.49277455  0.54334575 -0.00068655],[ 0.49776965  0.54732174 -0.00212227],[0.47672048 0.53038937 0.00267811],[0.48562402 0.53706592 0.00212636],[0.49104461 0.54061115 0.00131468],[0.49528715 0.54397446 0.00069219],[0.47617036 0.52741921 0.00271758],[0.48300162 0.5316934  0.00274296],[0.48666599 0.53437591 0.00300979],[0.48929071 0.53674495 0.00322   ]
[4.54728216e-01 5.10852039e-01 4.55735254e-08],[ 0.4613876   0.51466542 -0.0048109 ],[ 0.46905199  0.52019787 -0.00621017],[ 0.47690946  0.52392966 -0.0070105 ],[ 0.48349291  0.52620411 -0.0073095 ],[4.76923406e-01 5.31917989e-01 3.87489999e-04],[ 0.48713332  0.53689361 -0.00071333],[ 0.49369067  0.53981596 -0.00252638],[ 0.49873456  0.54229909 -0.00381687],[0.47759223 0.53089529 0.00200828],[0.48779547 0.53626406 0.00150153],[ 4.93962586e-01  5.38859189e-01 -1.33535839e-04],[ 0.49912864  0.54138553 -0.0013209 ],[0.47781941 0.52903903 0.00288503],[0.48664385 0.53447044 0.00250411],[0.4923619  0.53705448 0.00213606],[0.49699026 0.5393613  0.00191072],[0.47745648 0.52637047 0.00313793],[0.48510632 0.53120673 0.00326542],[0.48972264 0.53407395 0.00379105],[0.49341255 0.53650594 0.00428169]
[4.53660905e-01 5.08624077e-01 1.91444336e-08],[ 0.46425489  0.51102233 -0.00057606],[ 0.47343326  0.51716149 -0.00113654],[ 0.48050553  0.52072328 -0.00194167],[ 0.48602769  0.52340168 -0.00283977],[ 4.76022899e-01  5.29409587e-01 -1.72051499e-04],[ 0.48603991  0.53386974 -0.00253884],[ 0.49340135  0.53640765 -0.00486201],[ 0.49912488  0.53853059 -0.00656926],[ 0.47466382  0.5283922  -0.00167928],[ 0.48528951  0.53308386 -0.00343013],[ 0.4924221   0.53556567 -0.00539213],[ 0.49831527  0.53777963 -0.00697243],[ 0.47259635  0.52514094 -0.00345141],[ 0.48232338  0.52950913 -0.00531488],[ 0.4889822   0.53140974 -0.00635108],[ 0.49437594  0.53309911 -0.00716926],[ 0.47006842  0.51943266 -0.00534281],[ 0.47704273  0.52170777 -0.00705914],[ 0.48170212  0.52326035 -0.00738666],[ 0.4856852   0.52465177 -0.00758774]
[4.55881804e-01 5.07917941e-01 2.44341027e-08],[4.65766907e-01 5.12936234e-01 2.56988627e-04],[ 4.75398153e-01  5.18511713e-01 -4.65398654e-04],[ 0.48265985  0.5204944  -0.0015606 ],[ 0.48785743  0.52228218 -0.00288617],[ 0.47770834  0.5278827  -0.00178419],[ 0.48893371  0.53106868 -0.00469533],[ 0.49707451  0.53278595 -0.00704929],[ 0.50355321  0.53408217 -0.00873223],[ 0.47616974  0.52576679 -0.00397304],[ 0.48747024  0.52977097 -0.00631509],[ 0.49534819  0.53186369 -0.00820123],[ 0.5019812   0.53352982 -0.00971617],[ 0.47387671  0.5214299  -0.00617965],[ 0.48405644  0.52525586 -0.00841722],[ 0.49076232  0.52695829 -0.00920583],[ 0.49650264  0.52858925 -0.00985974],[ 0.47109237  0.5149619  -0.00837483],[ 0.47794235  0.51739806 -0.01052158],[ 0.482546    0.51932633 -0.01074068],[ 0.48657191  0.52085668 -0.01082685]
[4.59983110e-01 5.04893422e-01 4.03304270e-08],[ 0.46670482  0.50808001 -0.00452781],[ 0.47472146  0.51221174 -0.00598121],[ 0.48261061  0.51432902 -0.00676812],[ 0.48889703  0.51481235 -0.00716527],[ 0.48163468  0.5229454  -0.00122126],[ 0.49239349  0.52652764 -0.00292052],[ 0.4999685   0.52760172 -0.0050282 ],[ 0.50592709  0.52826071 -0.00646658],[4.82344747e-01 5.21146476e-01 2.04058277e-04],[ 0.49270353  0.52551109 -0.00092588],[ 0.49995941  0.52701348 -0.00267962],[ 0.50565994  0.5280295  -0.00391233],[0.48250595 0.51868701 0.00102323],[4.91803020e-01 5.23424983e-01 9.10935414e-05],[ 0.49851429  0.52505517 -0.00058188],[ 0.50370163  0.52608728 -0.00091318],[0.48202741 0.51545882 0.0013183 ],[0.48992023 0.51963311 0.0007773 ],[0.49529335 0.52170193 0.00089246],[0.49965006 0.523094   0.00118421]
[4.62725401e-01 5.01794517e-01 4.18823696e-08],[ 0.46805862  0.50379932 -0.00769419],[ 0.47566685  0.50787932 -0.01026551],[ 0.48390293  0.50979978 -0.01154036],[ 0.49136221  0.51028121 -0.01230239],[ 0.48320091  0.51993173 -0.0042755 ],[ 0.49462599  0.52182657 -0.00687219],[ 0.50229406  0.52235174 -0.00944647],[ 0.50836092  0.52294511 -0.01116184],[ 0.48456508  0.51714891 -0.00143517],[ 0.49565977  0.51970005 -0.00363611],[ 0.50364166  0.52035904 -0.00596045],[ 0.51009476  0.52082175 -0.0074773 ],[0.48512414 0.51390725 0.00055899],[ 0.49486238  0.51671857 -0.0013736 ],[ 0.50179029  0.51737696 -0.00247616],[ 0.50753224  0.51780295 -0.00295586],[0.48503706 0.51059347 0.00176598],[4.93467510e-01 5.13527572e-01 2.17176552e-04],[ 4.99402106e-01  5.14887273e-01 -3.46820598e-04],[ 5.04657626e-01  5.15950859e-01 -4.52744658e-04]
[4.61802751e-01 5.00685275e-01 1.90669933e-08],[ 0.47021872  0.50276583 -0.00128824],[ 0.47946355  0.50660747 -0.00232212],[ 0.48706812  0.50755501 -0.00340072],[ 0.49333441  0.50773513 -0.00442493],[ 0.48391941  0.51784384 -0.00169001],[ 0.49517804  0.51970357 -0.00439172],[ 0.50348061  0.52018166 -0.0066473 ],[ 0.51005256  0.52038139 -0.0081852 ],[ 0.48337924  0.5166629  -0.00289811],[ 0.4950456   0.51889253 -0.00513838],[ 0.50327849  0.51979482 -0.00696496],[ 0.51002675  0.52039897 -0.00821049],[ 0.48214576  0.51347679 -0.00432084],[ 0.49301374  0.51574057 -0.00631101],[ 0.50066793  0.51686919 -0.00703437],[ 0.50709212  0.51798815 -0.00744879],[ 0.48034799  0.50814354 -0.00592104],[ 0.48849931  0.50962633 -0.00770172],[ 0.49390697  0.51077092 -0.00780096],[ 0.49852642  0.51173204 -0.00766069]
[4.66058701e-01 4.97979671e-01 3.79078884e-08],[ 0.47103822  0.49674314 -0.00846243],[ 0.47937369  0.50017542 -0.01114424],[ 0.48825967  0.50254536 -0.01227564],[ 0.49590048  0.50322282 -0.01283721],[ 0.48687211  0.51411831 -0.00601639],[ 0.49868435  0.51570207 -0.00903648],[ 0.50709295  0.51613516 -0.01162666],[ 0.51382691  0.51620072 -0.0133174 ],[ 0.48834684  0.51323932 -0.00291286],[ 0.49935168  0.51585817 -0.0056007 ],[ 0.50742686  0.51655418 -0.00775605],[ 0.51407456  0.51685059 -0.00907734],[ 0.48903352  0.51110053 -0.00065444],[ 0.49882227  0.51378888 -0.00317902],[ 0.50582832  0.51451641 -0.00435119],[ 0.51192689  0.51522619 -0.00479266],[0.48918998 0.50809318 0.0007975 ],[ 0.49763218  0.51092315 -0.00126214],[ 0.50340784  0.51210636 -0.00199535],[ 0.50858581  0.5131191  -0.00217097]
[4.69279021e-01 4.96815890e-01 4.95508488e-08],[ 0.47507429  0.49784061 -0.00963675],[ 0.48350534  0.50069612 -0.01294659],[ 0.49265438  0.50099707 -0.01445861],[ 0.50035548  0.50182956 -0.01552448],[ 0.491184    0.5127269  -0.00773876],[ 0.50417036  0.51392472 -0.01098099],[ 0.51279354  0.51373237 -0.01372539],[ 0.51958185  0.51341832 -0.01547132],[ 0.49290079  0.50933689 -0.00368012],[ 0.50596273  0.50763637 -0.00654791],[ 0.51491976  0.50396955 -0.00899773],[ 0.52125907  0.49918029 -0.01043782],[ 4.93272454e-01  5.05572319e-01 -4.40179836e-04],[ 0.5040338   0.5030784  -0.00334785],[ 0.5099113   0.49769166 -0.00511382],[ 0.51416171  0.49232614 -0.00569741],[0.4924134  0.50181669 0.00200071],[ 0.50076592  0.50046682 -0.00063798],[ 0.50562137  0.49795458 -0.00205512],[ 0.50936544  0.49501744 -0.00248384]
[4.72903281e-01 4.97234076e-01 3.06438892e-08],[ 4.83104736e-01  4.97803867e-01 -1.83764030e-04],[ 0.49263296  0.50059414 -0.00089527],[ 0.50001448  0.50121439 -0.00194935],[ 0.50563759  0.50054246 -0.00310943],[ 0.49683076  0.51209527 -0.00112377],[ 0.50792748  0.51207727 -0.00375734],[ 0.51566416  0.511329   -0.00597115],[ 0.52195072  0.51079386 -0.00755417],[ 0.49562022  0.5107792  -0.00305487],[ 0.50736177  0.51161438 -0.00521503],[ 0.51525587  0.51122439 -0.00707506],[ 0.52171904  0.51053059 -0.00846567],[ 0.4933992   0.5069384  -0.00509991],[ 0.50431645  0.50695562 -0.00740236],[ 0.51119113  0.50557464 -0.008372  ],[ 0.51673418  0.50442237 -0.00899594],[ 0.49029019  0.50102353 -0.00718217],[ 0.4978328   0.5003733  -0.00930832],[ 0.50236499  0.49935365 -0.00956626],[ 0.50616103  0.49820316 -0.00957969]
